feat,lrp
TFs_and_others_MIER3,-2.7375764806222413e-05
TFs_and_others_BACH2,-2.6545054658352897e-05
TFs_and_others_ZNF343,-2.1638778478897544e-05
TFs_and_others_PAD2,-2.2550106615442646e-05
TFs_and_others_HES7,-2.2870201254336597e-05
TFs_and_others_PHF6,-2.257950160886987e-05
Histone_H1.2,-2.661229608540123e-05
TFs_and_others_AHR,-5.213985527046673e-05
TFs_and_others_ZBTB46,-2.829746592319374e-05
TFs_and_others_ZNF830,-2.517353659489142e-05
TFs_and_others_TEF,-2.265030177555203e-05
TFs_and_others_OSR2,-3.621267914336129e-05
TFs_and_others_GABPA,-8.274364709156301e-05
TFs_and_others_YEATS2,-3.879456350659291e-05
TFs_and_others_PDS5B,-3.586346556170452e-05
TFs_and_others_NCOR2,-3.9904134270259797e-05
TFs_and_others_MYCN,-0.00010922216007553488
TFs_and_others_GTF2F2,-4.363142339159511e-05
TFs_and_others_VSX2,-4.7531453296743216e-05
TFs_and_others_DLX6,-3.699657897251039e-05
TFs_and_others_ZNF219,-3.861054214422307e-05
TFs_and_others_USF3,-3.3801696409916785e-05
RNA_polymerase_RNA polymerase III,-5.8421707546955435e-05
TFs_and_others_HOXB13,-0.00012528015392119935
TFs_and_others_ELAVL1,-4.958519902744118e-05
TFs_and_others_ZNF696,-4.3727092376795114e-05
TFs_and_others_MEIS2,-4.111756737753606e-05
TFs_and_others_ZNF266,-3.064246962513448e-05
TFs_and_others_ERBB2,-3.0673910312845065e-05
TFs_and_others_ZSCAN4,-4.7851661114379204e-05
TFs_and_others_PAF1,-5.8288437807641874e-05
TFs_and_others_IKZF5,-4.095447692630312e-05
TFs_and_others_ZNF670,-4.5678703772139326e-05
TFs_and_others_ZNF865,-5.552822294511316e-05
Histone_CENPA,-0.00010616973501837984
TFs_and_others_MITF,-0.00041971727397516835
TFs_and_others_APC,-0.00014957266689630315
TFs_and_others_BATF3,-0.00025931764214962347
Histone_H3K9K14K18K23K27ac,-9.468199303322928e-05
TFs_and_others_MYOD1,-8.683018233550356e-05
TFs_and_others_ZNF140,-4.432908458230476e-05
TFs_and_others_GLMP,-3.5001455448895035e-05
TFs_and_others_WDR82,-2.627622716220047e-05
TFs_and_others_WDR33,-2.758064952782163e-05
TFs_and_others_NOTCH1,-5.2801764750486426e-05
TFs_and_others_PITX1,-3.20484768000138e-05
TFs_and_others_ARID3A,-2.4716658474403654e-05
TFs_and_others_KLF6,-2.367455982658768e-05
TFs_and_others_SMAD4,-3.7216251470487714e-05
TFs_and_others_TAF9B,-2.8083348323297088e-05
TFs_and_others_RLF,-2.3450820062711847e-05
TFs_and_others_ZNF621,-2.5601383181194383e-05
TFs_and_others_MEF2A,-3.352631608951123e-05
Histone_H3K18la,-2.8366179956357794e-05
TFs_and_others_TFDP2,-3.718582019762154e-05
TFs_and_others_ZBTB40,-8.442528373122911e-05
TFs_and_others_ZFP1,-3.876369180360487e-05
TFs_and_others_EGFR,-3.550169115710917e-05
TFs_and_others_NELFA,-6.197333670045358e-05
TFs_and_others_JAZF1,-4.323615313605749e-05
TFs_and_others_ZNF557,-3.4513973992989214e-05
Histone_macroH2A1,-3.6725095750252574e-05
TFs_and_others_C17orf96,-3.265521368686682e-05
TFs_and_others_TET1,-6.0449904161244176e-05
TFs_and_others_MLLT3,-3.659549444939476e-05
TFs_and_others_NOS2,-2.86736376075779e-05
TFs_and_others_HDAC6,-3.695305915090517e-05
TFs_and_others_CASP8AP2,-2.450900885624059e-05
TFs_and_others_SMARCA5,-2.3550313541513123e-05
TFs_and_others_SYNCRIP,-2.0150746503454882e-05
TFs_and_others_ZNF710,-2.345401744157698e-05
TFs_and_others_ASH2L,-3.244653857589771e-05
TFs_and_others_SON,-2.4529976826994355e-05
TFs_and_others_ZFP30,-2.8550697287361338e-05
TFs_and_others_PITX3,-4.067688057504933e-05
TFs_and_others_NUP153,-3.144284029063567e-05
TFs_and_others_THAP9,-5.628276443969647e-05
TFs_and_others_STAT3,-0.00017054693895148478
TFs_and_others_KDM4A,-9.515839220815411e-05
TFs_and_others_TEAD4,-0.00014025337375358682
TFs_and_others_ZNF777,-6.383334262323498e-05
TFs_and_others_ZNF608,-5.7238860529091076e-05
TFs_and_others_TRIP13,-5.832323693994973e-05
TFs_and_others_WDHD1,-4.025261743148708e-05
TFs_and_others_ID2,-9.90653836861005e-05
TFs_and_others_FOXA2,-0.0004963332572208186
TFs_and_others_LIN54,-0.0001596423069575362
TFs_and_others_TBPL1,-0.00010384760890675634
TFs_and_others_ZNF446,-7.842672303661701e-05
TFs_and_others_SREBF2,-0.00013758196603378393
TFs_and_others_Cyclobutane pyrimidine dimers,-5.25486971521066e-05
TFs_and_others_S100A10,-3.663888572433562e-05
TFs_and_others_ZNF462,-3.029624817989653e-05
TFs_and_others_ZNF2,-2.8374301576938918e-05
TFs_and_others_NCL,-3.0597355744573656e-05
TFs_and_others_MEAF6,-7.020790989363118e-05
Histone_H2A,-3.312105368099796e-05
TFs_and_others_ZNF396,-3.166464901527058e-05
RNA_polymerase_POLR3G,-3.344740131338013e-05
TFs_and_others_REL,-3.9258363501021597e-05
TFs_and_others_ZSCAN18,-3.4829812424884767e-05
TFs_and_others_WHSC1,-2.9532209766855295e-05
TFs_and_others_ZNF747,-5.9483421135649024e-05
TFs_and_others_FOS,-0.0002448813307104843
TFs_and_others_BRPF1,-8.337193599489288e-05
TFs_and_others_ZNF202,-5.443111438665433e-05
TFs_and_others_FUBP1,-4.3225053889729566e-05
TFs_and_others_IRF4,-7.683264616521713e-05
TFs_and_others_KMT2C,-7.395739513406628e-05
TFs_and_others_SPEN,-4.901451481132592e-05
Histone_H4K16ac,-0.00011976493390078819
TFs_and_others_ZNF552,-4.2652767999131146e-05
TFs_and_others_YY2,-3.626579124244507e-05
TFs_and_others_PRDM11,-3.210060427050124e-05
TFs_and_others_TCEA2,-4.172765372563236e-05
TFs_and_others_TP63,-9.342721154037515e-05
TFs_and_others_DNMT3B,-5.24690356147281e-05
TFs_and_others_FOXP1,-9.589826130098601e-05
TFs_and_others_PHF2,-4.8548821168441354e-05
TFs_and_others_NKX2-8,-4.078118255203388e-05
TFs_and_others_PRKDC,-4.108797733463265e-05
TFs_and_others_NR1H3,-3.865792543932433e-05
TFs_and_others_NFE2L3,-6.303156434548533e-05
Histone_H3K122ac,-0.00026635251022439564
Histone_H3K36me2,-0.00010219628531323316
TFs_and_others_GATAD2B,-6.222053246840942e-05
TFs_and_others_VCP,-7.751283367021932e-05
TFs_and_others_GRHL2,-0.00010074815012858783
TFs_and_others_HOXC11,-4.90007017905553e-05
TFs_and_others_GFI1B,-4.782666493134531e-05
TFs_and_others_ZNF645,-3.249945716580212e-05
TFs_and_others_RORA,-2.780152099320634e-05
TFs_and_others_CSRNP3,-2.531072643942567e-05
TFs_and_others_TBL1XR1,-2.417493494858189e-05
TFs_and_others_ZNF211,-2.5274377183235592e-05
TFs_and_others_CUL4A,-4.179130684506786e-05
TFs_and_others_ELK1,-3.231795287618284e-05
TFs_and_others_CDYL2,-5.589563619139389e-05
TFs_and_others_SOX15,-3.2720187928083846e-05
TFs_and_others_MTF2,-3.472780866217814e-05
TFs_and_others_DBP,-3.254748225756028e-05
TFs_and_others_RAG2,-7.241584012951253e-05
TFs_and_others_METTL3,-3.246352517680952e-05
TFs_and_others_PPP2CA,-2.796964644020108e-05
TFs_and_others_MINA,-2.8388997983426486e-05
Histone_H3K27me1,-3.0879035403977046e-05
TFs_and_others_SETDB1,-5.819309181062287e-05
TFs_and_others_TCF7L1,-4.248572994218126e-05
TFs_and_others_PCGF3,-3.981357239835519e-05
TFs_and_others_KDM5B,-9.254715344744352e-05
TFs_and_others_TAF15,-3.804677395408038e-05
TFs_and_others_AATF,-3.1230476765999676e-05
TFs_and_others_MYRF,-2.5496253044745278e-05
TFs_and_others_ARHGAP35,-2.464030100845717e-05
Histone_macroH2A2,-2.894470208519545e-05
TFs_and_others_PBX4,-4.698263498383558e-05
Histone_H1.X,-2.7098329384384402e-05
TFs_and_others_MYBL1,-2.3991057052712175e-05
Histone_H4K12me1,-2.1178140246789564e-05
TFs_and_others_GGCT,-2.1134572641178424e-05
TFs_and_others_NKX6-1,-2.38515079063335e-05
TFs_and_others_FOXA3,-3.084684759366447e-05
TFs_and_others_ZNF576,-3.721068842897171e-05
TFs_and_others_MTHFD1,-4.432120640791853e-05
TFs_and_others_PCGF5,-6.348388983715375e-05
TFs_and_others_HSF1,-6.879647219248078e-05
TFs_and_others_ZNF260,-0.00020198534106558619
RNA_polymerase_RNA polymerase II,-0.0012012494947407956
TFs_and_others_ATF7,-0.0002857519093783435
TFs_and_others_ZNF772,-0.00013998169954072118
TFs_and_others_ZBTB38,-8.710687416170299e-05
TFs_and_others_NFIC,-0.0001339579992988452
TFs_and_others_SHOX2,-5.1272507515097744e-05
TFs_and_others_RYBP,-3.7178534315355235e-05
TFs_and_others_DDX11,-2.5628733212335765e-05
TFs_and_others_UBP1,-2.4619257161504716e-05
TFs_and_others_ZKSCAN8,-2.465006645908778e-05
TFs_and_others_ERF,-2.6852220348924873e-05
TFs_and_others_ZNF609,-2.5638521790722352e-05
TFs_and_others_ACTR5,-2.5529683472035155e-05
TFs_and_others_DEC1,-2.765273863725971e-05
TFs_and_others_TRIM22,-2.7458496850956557e-05
TFs_and_others_INSM2,-3.5795364013092725e-05
TFs_and_others_ATF1,-9.334034054330964e-05
TFs_and_others_ERCC8,-3.941835440830113e-05
TFs_and_others_IKZF3,-3.906423704673056e-05
TFs_and_others_E2F8,-2.9055308880793026e-05
TFs_and_others_HOXC13,-2.4360793285865342e-05
TFs_and_others_MED25,-2.2880604455439326e-05
TFs_and_others_MNX1,-2.650392324599099e-05
TFs_and_others_THOC5,-2.27852496615063e-05
TFs_and_others_ZFP42,-2.3113981763418043e-05
TFs_and_others_ZNF513,-2.9709027710781572e-05
TFs_and_others_RING1,-3.6259553693151075e-05
TFs_and_others_TOP1,-2.6760143186823565e-05
TFs_and_others_MLLT10,-2.7053349555352657e-05
TFs_and_others_ZNF407,-3.264769082832448e-05
TFs_and_others_ZNF548,-3.25561717064478e-05
TFs_and_others_RAD51,-3.88202943030575e-05
TFs_and_others_HOXB6,-4.185805514070839e-05
TFs_and_others_ZHX2,-9.672734986551473e-05
TFs_and_others_TFAP2B,-8.731520484170462e-05
TFs_and_others_PAX9,-5.20132514734441e-05
TFs_and_others_SOX18,-3.713615924043686e-05
TFs_and_others_RNF20,-3.474761997043635e-05
TFs_and_others_MYB,-5.897849272168094e-05
TFs_and_others_NUTM1,-3.37776453756303e-05
TFs_and_others_HNRNPK,-2.9044831369220603e-05
TFs_and_others_SMC4,-2.6435669646522383e-05
TFs_and_others_ZSCAN29,-3.27312363401559e-05
TFs_and_others_DTL,-3.810241832284868e-05
TFs_and_others_SKI,-3.4708792433558964e-05
TFs_and_others_ZNF740,-3.216775346885067e-05
TFs_and_others_CTCFL,-5.1471033063435286e-05
Histone_H2BK5ac,-7.903788801872027e-05
TFs_and_others_NELFE,-7.969525618267783e-05
TFs_and_others_ZBTB25,-4.0175518355121387e-05
TFs_and_others_NKX2-2,-3.7035776007751805e-05
TFs_and_others_EPAS1,-5.478741942800827e-05
TFs_and_others_HESX1,-2.9102968856950092e-05
TFs_and_others_OTX1,-2.5860051744420583e-05
TFs_and_others_MECOM,-3.547081205184143e-05
TFs_and_others_G-quadruplexes,-2.456749179873172e-05
TFs_and_others_ZNF175,-2.6334339390727435e-05
TFs_and_others_ZNF699,-2.6085888979701984e-05
TFs_and_others_DPF1,-2.6467934542590486e-05
TFs_and_others_ETV2,-3.209420238507577e-05
TFs_and_others_ZNF121,-5.553884611727197e-05
TFs_and_others_ZNF549,-3.406014663938965e-05
TFs_and_others_NAT10,-3.2420962442798545e-05
TFs_and_others_ZXDC,-3.1320761823049636e-05
Histone_H3K4me,-4.041478279342142e-05
TFs_and_others_RIOK2,-2.819658049213293e-05
TFs_and_others_CHAMP1,-2.770129482688147e-05
TFs_and_others_ZNF655,-2.8773072270200946e-05
TFs_and_others_ANAPC1,-2.7638149280065162e-05
TFs_and_others_HOXD11,-3.3608338291001576e-05
Histone_H2A.XS139ph,-6.719059389592452e-05
TFs_and_others_CHAF1A,-4.335149681276527e-05
TFs_and_others_MCM2,-8.917425102325559e-05
TFs_and_others_ZNF839,-4.4773969370750594e-05
TFs_and_others_HEY2,-3.903934331204019e-05
TFs_and_others_ICE1,-3.883483327197139e-05
Histone_H3K9me1,-3.146678782089168e-05
TFs_and_others_ADNP2,-2.6684330359252463e-05
TFs_and_others_MED31,-2.455027439517923e-05
TFs_and_others_NCOA4,-2.2692584517189373e-05
TFs_and_others_ZNF786,-2.2633340755292972e-05
TFs_and_others_ZNF586,-1.8689226574123497e-05
TFs_and_others_CAMTA2,-3.4396822608253305e-05
TFs_and_others_FOSL2,-0.00012700798929215305
Histone_H3K36me1,-4.770349848322114e-05
TFs_and_others_TCF7,-7.13729109894067e-05
TFs_and_others_HMGB1,-4.516274481045802e-05
TFs_and_others_ZNF555,-3.412615652127371e-05
TFs_and_others_DACH1,-3.0637516142729825e-05
TFs_and_others_ZUFSP,-2.9485486747724134e-05
TFs_and_others_Hepatitis B Virus X antigen,-2.6594702617710585e-05
TFs_and_others_ZSCAN31,-4.999726877903751e-05
TFs_and_others_YAP1,-0.00018704436769335114
TFs_and_others_SP140,-6.281138104266146e-05
TFs_and_others_MED22,-5.0200777697372274e-05
TFs_and_others_CD74,-4.3122621703770155e-05
TFs_and_others_SMAD1,-5.8926286124442374e-05
TFs_and_others_CCAR2,-4.0792076030435594e-05
Histone_H3K27me2,-5.630183232466367e-05
TFs_and_others_CTNNB1,-0.00017136721710516535
TFs_and_others_TCF21,-0.00011845371932382128
TFs_and_others_CPSF4,-6.801401064650559e-05
TFs_and_others_RCOR1,-6.577269634614971e-05
TFs_and_others_BRWD1,-4.0470147509912526e-05
TFs_and_others_CC2D1A,-5.243981192938259e-05
TFs_and_others_IRF1,-8.350055694836004e-05
TFs_and_others_BDP1,-3.806432660254238e-05
TFs_and_others_BARX1,-3.7894695643034624e-05
TFs_and_others_DDX55,-5.508169120003279e-05
TFs_and_others_ARID2,-0.00012829353741495154
TFs_and_others_ZNF133,-8.977209685271192e-05
TFs_and_others_ZNF165,-0.00014677808482738917
TFs_and_others_GATA2,-0.00031153230465445124
TFs_and_others_USF1,-0.0003356382050271489
Histone_H3K4me2,-0.0015774058933238114
TFs_and_others_MAU2,-0.00045484862268514996
TFs_and_others_XRCC5,-0.0002405418896484407
TFs_and_others_PRPF4,-0.0001376566823265968
TFs_and_others_BCL11B,-0.00013851085709247894
Histone_H3R26cit,-7.556390490335741e-05
TFs_and_others_INTS13,-6.0275244999102875e-05
TFs_and_others_SOX8,-3.896224935006615e-05
TFs_and_others_NR2F1,-7.766883719735421e-05
TFs_and_others_HSF2,-3.595287895536583e-05
TFs_and_others_KDM3A,-3.0455593228161976e-05
TFs_and_others_ZNF391,-2.7634766550921656e-05
TFs_and_others_HOXC8,-2.6917604615188936e-05
TFs_and_others_MED21,-2.4848006680158705e-05
TFs_and_others_DIDO1,-2.0842290108437224e-05
TFs_and_others_ZNF251,-2.1879148596188277e-05
TFs_and_others_ZNF264,-2.198293734364662e-05
TFs_and_others_HOXD4,-2.128139179688295e-05
TFs_and_others_PPP1R10,-2.9690275938691407e-05
TFs_and_others_TFAP4,-8.043894524540532e-05
TFs_and_others_SAG,-3.861258160884843e-05
TFs_and_others_ZKSCAN1,-3.9598816890683064e-05
TFs_and_others_T,-4.351496607694599e-05
TFs_and_others_EVX1,-3.9457162483524463e-05
TFs_and_others_TOX2,-4.153487272398057e-05
Histone_H2BK20ac,-4.864861551603165e-05
TFs_and_others_ZC3H4,-3.9905320928817936e-05
TFs_and_others_HDAC3,-4.4915782735315216e-05
TFs_and_others_ZBED4,-3.526369004488694e-05
TFs_and_others_NFKBIA,-3.145347056671998e-05
TFs_and_others_CIZ1,-2.6406673966678633e-05
TFs_and_others_HNRNPA2B1,-2.021043935168913e-05
TFs_and_others_OLA1,-1.9922589353312504e-05
TFs_and_others_GTF2I,-3.7837050208923584e-05
TFs_and_others_HES2,-2.27707444994181e-05
TFs_and_others_TUBG1,-2.350027430080686e-05
TFs_and_others_GTF3C5,-2.4556112866050924e-05
TFs_and_others_ASXL3,-2.4432320415795363e-05
TFs_and_others_FOXO4,-2.2786490999866716e-05
TFs_and_others_ZNF224,-2.2566692594607832e-05
TFs_and_others_NUSAP1,-3.3094895712241295e-05
TFs_and_others_TCF7L2,-8.68322380630809e-05
Histone_H3K14me3,-4.7629042557475347e-05
TFs_and_others_ZNF449,-5.691580060038998e-05
TFs_and_others_ZFX,-0.00013222442168463186
TFs_and_others_HNF1B,-8.921368779613594e-05
TFs_and_others_RUVBL2,-0.00011256250946873473
TFs_and_others_E2F7,-5.389724218420928e-05
TFs_and_others_HSF4,-4.273245526016314e-05
TFs_and_others_HIVEP1,-4.331986599268477e-05
TFs_and_others_YTHDC1,-3.090834256816292e-05
TFs_and_others_MIER2,-2.9947682633228098e-05
TFs_and_others_NONO,-3.360708871700007e-05
TFs_and_others_MEOX2,-4.49286560879371e-05
Histone_H3K18cr,-0.000161050639840117
TFs_and_others_KAT7,-6.319354411235817e-05
TFs_and_others_CBX8,-4.410341815096762e-05
TFs_and_others_ATF5,-3.7373993834985997e-05
TFs_and_others_ZNF501,-7.026544581251739e-05
TFs_and_others_ATF4,-0.00014998366532809954
TFs_and_others_TEX10,-6.211111987092048e-05
TFs_and_others_TEAD1,-8.558673319985507e-05
TFs_and_others_DDX20,-4.187522187053317e-05
TFs_and_others_ZNF117,-3.356146142150868e-05
TFs_and_others_ESR2,-3.640381182134432e-05
Histone_H1.4K34ac,-3.741148433936081e-05
TFs_and_others_NR2C2,-9.933355599580824e-05
TFs_and_others_ZNF641,-4.8156041182415786e-05
TFs_and_others_KLF13,-3.8187425958027164e-05
TFs_and_others_ZNF84,-5.319530629262709e-05
TFs_and_others_NKX2-1,-0.00013965669338375923
TFs_and_others_ADNP,-6.520590322883779e-05
TFs_and_others_LHX4,-5.943006604047819e-05
TFs_and_others_ELANE,-5.5731263914928294e-05
TFs_and_others_NETO2,-7.376952362180426e-05
TFs_and_others_SP5,-4.793586725296582e-05
TFs_and_others_SMAD9,-6.0892366354934595e-05
TFs_and_others_NFYB,-0.00016042201100581918
TFs_and_others_ID1,-5.755122657949226e-05
TFs_and_others_GTF2A2,-4.225383258361097e-05
TFs_and_others_MAP2K1,-2.781610719112488e-05
Histone_H1K85ac,-2.5247329600204982e-05
TFs_and_others_PRDM14,-2.3380300195008713e-05
TFs_and_others_ZHX3,-2.1797097089234366e-05
TFs_and_others_ZBED1,-2.416282006018076e-05
TFs_and_others_ZBED2,-2.5754704300888095e-05
TFs_and_others_HNF1A,-2.571977571720809e-05
Histone_H1.5,-2.6642211009902795e-05
TFs_and_others_HNRNPL,-3.6009057821756233e-05
TFs_and_others_WT1,-4.726485767826205e-05
TFs_and_others_PHF5A,-4.057241008176449e-05
TFs_and_others_FOXH1,-5.3200387915355e-05
TFs_and_others_ZNF316,-0.00011300881611937056
TFs_and_others_ZNF26,-5.588258833284656e-05
TFs_and_others_JMJD1C,-5.222033815964504e-05
TFs_and_others_PAX6,-3.86721070456824e-05
TFs_and_others_TCF15,-3.367536969333818e-05
TFs_and_others_ZNF598,-2.9588541936354288e-05
TFs_and_others_CUL3,-2.8762493738692638e-05
TFs_and_others_NR2F2,-5.5933421176355844e-05
TFs_and_others_TSHZ1,-3.378697248079941e-05
TFs_and_others_CDK8,-6.964651175421186e-05
Histone_H2AT120ph,-3.4610541870950876e-05
TFs_and_others_NEDD4,-2.9388007906533274e-05
TFs_and_others_ZNF503,-2.8885953931106753e-05
TFs_and_others_NIPBL,-4.115786855676224e-05
TFs_and_others_HMGN3,-2.9168690083388164e-05
TFs_and_others_ATM,-3.215318486392926e-05
TFs_and_others_KAT6A,-5.395825856064769e-05
RNA_polymerase_POLR3C,-3.252707356805818e-05
TFs_and_others_CAMTA1,-3.6963995884908886e-05
TFs_and_others_CREBBP,-0.00010667575066484009
TFs_and_others_NPM1,-0.00020022684983069992
TFs_and_others_HNF4G,-8.378310453314177e-05
TFs_and_others_NR1H4,-5.3525902937364546e-05
TFs_and_others_ZNF737,-4.3838233709920695e-05
TFs_and_others_NFATC1,-5.3246832165935713e-05
TFs_and_others_FEZF1,-5.3152974612494925e-05
TFs_and_others_AHDC1,-4.059436915391766e-05
TFs_and_others_TRPS1,-5.732185785535117e-05
TFs_and_others_MED4,-3.420257959085205e-05
TFs_and_others_CREB3L2,-3.143258639007073e-05
TFs_and_others_ZSCAN30,-2.966942261876414e-05
TFs_and_others_ZNF207,-3.2250733089059026e-05
TFs_and_others_DYRK1A,-2.9511785827944646e-05
TFs_and_others_SMC2,-2.9642712317133983e-05
Histone_H2BK120ac,-5.226871342058743e-05
TFs_and_others_BRD9,-6.627204673129164e-05
TFs_and_others_WRNIP1,-3.698024300149459e-05
Histone_H3K27M,-3.994062590178309e-05
TFs_and_others_PURB,-3.016679429446047e-05
Histone_H2BS112GlcNAc,-3.082414522298364e-05
TFs_and_others_MLXIP,-4.251484598328315e-05
Histone_H4,-3.594748169393808e-05
TFs_and_others_MLX,-3.369822673449003e-05
TFs_and_others_SIRT6,-3.511119458444141e-05
TFs_and_others_CDT1,-3.539253288150135e-05
TFs_and_others_TCEB3,-3.609962723725446e-05
TFs_and_others_SP1,-9.491512062789821e-05
TFs_and_others_IRF8,-0.00014118975638454553
TFs_and_others_ZNF404,-5.8769077911382755e-05
TFs_and_others_SIX5,-4.8003148839879604e-05
TFs_and_others_GTF2F1,-4.028723157292698e-05
TFs_and_others_CDC16,-3.3750810848398455e-05
TFs_and_others_BAHCC1,-5.866298275200732e-05
TFs_and_others_NKX2-3,-2.762539430612566e-05
Histone_H1.0,-3.332599191901623e-05
TFs_and_others_SOX10,-6.700193115141859e-05
TFs_and_others_ZMYND11,-3.365850009325309e-05
TFs_and_others_ZNF664,-3.550050612698801e-05
Histone_H2BK15ac,-3.789765400855952e-05
TFs_and_others_ZNF383,-3.468525815154757e-05
TFs_and_others_CXXC1,-6.652427393078829e-05
TFs_and_others_TFAP2A,-0.00016320425158648216
TFs_and_others_STAT5B,-8.108268904910989e-05
Histone_H3K56ac,-0.0001860118905846205
TFs_and_others_KANSL3,-6.13407475914967e-05
Histone_Pan lysine crotonylation,-4.790113829012023e-05
TFs_and_others_ZNF768,-6.317749667582603e-05
TFs_and_others_SIRT7,-3.762906984151318e-05
TFs_and_others_MLL-AF10,-4.1869398593493906e-05
TFs_and_others_RXRA,-0.0001002095718489021
TFs_and_others_GTF3A,-4.047284393683242e-05
TFs_and_others_MED30,-3.41367330913617e-05
TFs_and_others_ZNF674,-2.8458462637388693e-05
TFs_and_others_MED8,-2.5418335895254776e-05
TFs_and_others_SNAI1,-2.8966449987258606e-05
TFs_and_others_ZBTB17,-6.064016311467131e-05
TFs_and_others_ZNF132,-3.213664889066893e-05
TFs_and_others_SOD1,-3.691632656068864e-05
TFs_and_others_CEBPG,-4.509682960974187e-05
TFs_and_others_STRA13,-5.056905303799468e-05
TFs_and_others_8-Hydroxydeoxyguanosine,-0.00019357583909632788
TFs_and_others_EEA1,-6.545056258411599e-05
Histone_macroH2A1.2,-5.682568603753356e-05
Histone_H2BK12ac,-5.384545013901737e-05
TFs_and_others_ARID3B,-5.955837795885929e-05
TFs_and_others_RAC1,-0.0001464002026170467
TFs_and_others_CRTC2,-7.348997028480755e-05
TFs_and_others_FBP1,-4.2171919455703143e-05
TFs_and_others_TRIM37,-3.1205287931438265e-05
TFs_and_others_SET,-2.5930770074658294e-05
TFs_and_others_ZNF677,-2.271862221981874e-05
